"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 25 21:15:14 GMT 2025","Sun May 25 21:15:16 GMT 2025","1353","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildType","User should be able to create buildType",""
"broken","Sun May 25 21:15:16 GMT 2025","Sun May 25 21:15:16 GMT 2025","32","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"broken","Sun May 25 21:15:16 GMT 2025","Sun May 25 21:15:16 GMT 2025","21","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create Project without name",""
"broken","Sun May 25 21:15:16 GMT 2025","Sun May 25 21:15:16 GMT 2025","22","Surefire suite","Surefire test","com.example.teamcity.ui.ProjectSearchTest","com.example.teamcity.ui.ProjectSearchTest","searchExistingProjectByNameTest","User should be able to find created project on the sideBar by name",""
"broken","Sun May 25 21:15:16 GMT 2025","Sun May 25 21:15:16 GMT 2025","34","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidRepoUrl","User should not be able to create buildType with incorrect repo url",""
"broken","Sun May 25 21:15:08 GMT 2025","Sun May 25 21:15:08 GMT 2025","12","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","setUpServerAuthSettings","setUpServerAuthSettings",""
"broken","Sun May 25 21:15:09 GMT 2025","Sun May 25 21:15:09 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","cleanUpServerAuthSettings","cleanUpServerAuthSettings",""
"broken","Sun May 25 21:15:16 GMT 2025","Sun May 25 21:15:16 GMT 2025","20","Surefire suite","Surefire test","com.example.teamcity.ui.ProjectSearchTest","com.example.teamcity.ui.ProjectSearchTest","searchNonExistingProjectTest","User should not be able to find non existing project on the sideBar",""
"skipped","Sun May 25 21:15:08 GMT 2025","Sun May 25 21:15:08 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","authorizeAgentTest","Superuser should be able to authorize Teamcity Agent",""
"broken","Sun May 25 21:15:16 GMT 2025","Sun May 25 21:15:16 GMT 2025","53","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyRepoUrl","User should not be able to create buildType with empty repo url",""
