"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 21:48:46 GMT 2025","Wed May 28 21:48:46 GMT 2025","116","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithEmptyName","System admin should not be able to create project with empty name",""
"passed","Wed May 28 21:48:39 GMT 2025","Wed May 28 21:48:40 GMT 2025","380","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","System Admin should be able to create build type",""
"passed","Wed May 28 21:48:44 GMT 2025","Wed May 28 21:48:44 GMT 2025","49","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithEmptyId","SuperUser should not be able to create project with empty ID",""
"passed","Wed May 28 21:48:47 GMT 2025","Wed May 28 21:48:47 GMT 2025","126","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithNonLatinLettersTest","System Admin should not be able to create project with id, that contains non latin letters",""
"passed","Wed May 28 21:48:47 GMT 2025","Wed May 28 21:48:47 GMT 2025","202","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesTwoProjectsWithTheSameIName","System admin should not be able to create project with the same name",""
"passed","Wed May 28 21:48:50 GMT 2025","Wed May 28 21:48:50 GMT 2025","261","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","projectAdminSearchProjectTest","Project Admin should be able to find their projects",""
"passed","Wed May 28 21:48:39 GMT 2025","Wed May 28 21:48:39 GMT 2025","253","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","superUserCreatesTwoBuildTypesWithTheSameIdTest","SuperUser should not be able to create two build types with the same id",""
"passed","Wed May 28 21:48:47 GMT 2025","Wed May 28 21:48:47 GMT 2025","120","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithLongIdLengthTest","System Admin should not be able to create project with id length > 225",""
"passed","Wed May 28 21:48:45 GMT 2025","Wed May 28 21:48:45 GMT 2025","83","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithNonLatinLettersTest","SuperUser should not be able to create project with id, that contains non latin letters",""
"passed","Wed May 28 21:48:45 GMT 2025","Wed May 28 21:48:45 GMT 2025","164","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesTwoProjectsWithTheSameId","SuperUser should not be able to create project with the same ID",""
"passed","Wed May 28 21:48:40 GMT 2025","Wed May 28 21:48:40 GMT 2025","300","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingMaxLengthTest","System admin should not be able to create build type with ID > 225 symbols",""
"passed","Wed May 28 21:48:45 GMT 2025","Wed May 28 21:48:45 GMT 2025","168","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectTest","System admin should be able to create project",""
"passed","Wed May 28 21:48:44 GMT 2025","Wed May 28 21:48:44 GMT 2025","41","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithEmptyName","SuperUser should not be able to create project with empty name",""
"passed","Wed May 28 21:48:38 GMT 2025","Wed May 28 21:48:38 GMT 2025","192","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","superUserCreatesBuildTypeTest","SuperUser should be able to create build type",""
"passed","Wed May 28 21:48:48 GMT 2025","Wed May 28 21:48:48 GMT 2025","130","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userWithCertainRolesCreatesProjectTest","Users with roles Project viewer, Project developer, Agent manager should not be able to create project of global scope",""
"passed","Wed May 28 21:48:51 GMT 2025","Wed May 28 21:48:51 GMT 2025","217","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","superUserSearchProjectTest","SuperUser should be able to find created project by name",""
"passed","Wed May 28 21:48:48 GMT 2025","Wed May 28 21:48:48 GMT 2025","29","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create Project",""
"passed","Wed May 28 21:48:45 GMT 2025","Wed May 28 21:48:45 GMT 2025","83","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithInvalidCharactersTest","SuperUser should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 28 21:48:46 GMT 2025","Wed May 28 21:48:46 GMT 2025","173","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithEmptyId","System admin should not be able to create project with empty ID",""
"passed","Wed May 28 21:48:44 GMT 2025","Wed May 28 21:48:44 GMT 2025","118","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectTest","SuperUser should be able to create project",""
"passed","Wed May 28 21:48:38 GMT 2025","Wed May 28 21:48:38 GMT 2025","144","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","superUserCreatesBuildTypeWithIdExceedingMaxLengthTest","SuperUser should not be able to create build type with ID > 225 symbols",""
