"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 14 21:42:26 GMT 2025","Wed May 14 21:42:26 GMT 2025","144","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userWithCertainRolesCreatesProject","Users with roles Project viewer, Project developer, Agent manager should not be able to create project of global scope",""
"passed","Wed May 14 21:42:24 GMT 2025","Wed May 14 21:42:24 GMT 2025","135","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesTwoProjectsWithTheSameId","SuperUser should not be able to create project with the same name",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:23 GMT 2025","62","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithInvalidCharacters","SuperUser should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 14 21:42:26 GMT 2025","Wed May 14 21:42:26 GMT 2025","153","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userWithCertainRolesCreatesProject","Users with roles Project viewer, Project developer, Agent manager should not be able to create project of global scope",""
"passed","Wed May 14 21:42:25 GMT 2025","Wed May 14 21:42:25 GMT 2025","169","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithInvalidCharacters","System Admin should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 14 21:42:24 GMT 2025","Wed May 14 21:42:24 GMT 2025","152","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithEmptyId","System admin should not be able to create project with empty ID",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:23 GMT 2025","70","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithInvalidCharacters","SuperUser should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 14 21:42:26 GMT 2025","Wed May 14 21:42:26 GMT 2025","54","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","unauthorizedUserCreatesProject","Unauthorized user should not be able to create Project",""
"passed","Wed May 14 21:42:26 GMT 2025","Wed May 14 21:42:26 GMT 2025","282","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesTwoProjectsWithTheSameId","System admin should not be able to create project with the same name",""
"passed","Wed May 14 21:42:32 GMT 2025","Wed May 14 21:42:32 GMT 2025","391","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildMockTest","com.example.teamcity.api.StartBuildMockTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Wed May 14 21:42:25 GMT 2025","Wed May 14 21:42:25 GMT 2025","173","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithLongIdLength","System Admin should not be able to create project with name length > 225",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:23 GMT 2025","49","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithLongIdLength","SuperUser should not be able to create project with name length > 225",""
"passed","Wed May 14 21:42:25 GMT 2025","Wed May 14 21:42:25 GMT 2025","132","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithInvalidCharacters","System Admin should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 14 21:42:24 GMT 2025","Wed May 14 21:42:24 GMT 2025","178","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectTest","System admin should be able to create project",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:23 GMT 2025","98","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectTest","SuperUser should be able to create project",""
"passed","Wed May 14 21:42:22 GMT 2025","Wed May 14 21:42:23 GMT 2025","382","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed May 14 21:42:01 GMT 2025","Wed May 14 21:42:02 GMT 2025","655","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","authorizeAgentTest","Superuser should be able to authorize Teamcity Agent",""
"passed","Wed May 14 21:42:26 GMT 2025","Wed May 14 21:42:27 GMT 2025","146","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userWithCertainRolesCreatesProject","Users with roles Project viewer, Project developer, Agent manager should not be able to create project of global scope",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:23 GMT 2025","71","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithEmptyId","SuperUser should not be able to create project with empty ID",""
"passed","Wed May 14 21:42:18 GMT 2025","Wed May 14 21:42:20 GMT 2025","1888","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed May 14 21:42:24 GMT 2025","Wed May 14 21:42:24 GMT 2025","164","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithEmptyName","System admin should not be able to create project with empty name",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:23 GMT 2025","64","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithInvalidCharacters","SuperUser should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 14 21:42:25 GMT 2025","Wed May 14 21:42:25 GMT 2025","161","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectWithInvalidCharacters","System Admin should not be able to create project, that starts with non letter character and with non latin letters",""
"passed","Wed May 14 21:42:20 GMT 2025","Wed May 14 21:42:21 GMT 2025","1046","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed May 14 21:42:23 GMT 2025","Wed May 14 21:42:24 GMT 2025","38","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithNonLatinLetters","SuperUser should not be able to create project with id, that contains non latin letters",""
