"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userWithCertainRolesCreatesProjectTest","Users with roles Project viewer, Project developer, Agent manager should not be able to create project of global scope",""
"skipped","Sun May 25 22:42:58 GMT 2025","Sun May 25 22:42:58 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","projectAdminSearchProjectTest","Project Admin should be able to find their projects",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildTest","com.example.teamcity.api.StartBuildTest","buildStartAndSuccessfulCompletionTest","Build can be executed and completed successfully",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesTwoProjectsWithTheSameINameTest","System admin should not be able to create project with the same name",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithNonLatinLettersTest","SuperUser should not be able to create project with id, that contains non latin letters",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","superUserCreatesBuildTypeWithIdExceedingMaxLengthTest","SuperUser should not be able to create build type with ID > 225 symbols",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","systemAdminCreatesProjectTest","System admin should be able to create project",""
"skipped","Sun May 25 22:42:49 GMT 2025","Sun May 25 22:42:49 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","authorizeAgentTest","Superuser should be able to authorize Teamcity Agent",""
"skipped","Sun May 25 22:42:56 GMT 2025","Sun May 25 22:42:56 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superUserCreatesProjectWithLongIdLengthTest","SuperUser should not be able to create project with id length > 225",""
