"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 25 21:57:31 GMT 2025","Sun May 25 21:57:31 GMT 2025","11","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","setUpServerAuthSettings","setUpServerAuthSettings",""
"broken","Sun May 25 21:57:37 GMT 2025","Sun May 25 21:57:38 GMT 2025","1356","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildType","User should be able to create buildType",""
"broken","Sun May 25 21:57:38 GMT 2025","Sun May 25 21:57:38 GMT 2025","43","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidRepoUrl","User should not be able to create buildType with incorrect repo url",""
"broken","Sun May 25 21:57:38 GMT 2025","Sun May 25 21:57:38 GMT 2025","23","Surefire suite","Surefire test","com.example.teamcity.ui.ProjectSearchTest","com.example.teamcity.ui.ProjectSearchTest","searchExistingProjectByNameTest","User should be able to find created project on the sideBar by name",""
"broken","Sun May 25 21:57:38 GMT 2025","Sun May 25 21:57:38 GMT 2025","22","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"skipped","Sun May 25 21:57:31 GMT 2025","Sun May 25 21:57:31 GMT 2025","1","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","authorizeAgentTest","Superuser should be able to authorize Teamcity Agent",""
"broken","Sun May 25 21:57:31 GMT 2025","Sun May 25 21:57:31 GMT 2025","0","Surefire suite","Surefire test","com.example.teamcity.api.AgentAuthorizeTest","com.example.teamcity.api.AgentAuthorizeTest","cleanUpServerAuthSettings","cleanUpServerAuthSettings",""
"broken","Sun May 25 21:57:38 GMT 2025","Sun May 25 21:57:38 GMT 2025","19","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create Project without name",""
"broken","Sun May 25 21:57:38 GMT 2025","Sun May 25 21:57:38 GMT 2025","57","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyRepoUrl","User should not be able to create buildType with empty repo url",""
"broken","Sun May 25 21:57:38 GMT 2025","Sun May 25 21:57:38 GMT 2025","18","Surefire suite","Surefire test","com.example.teamcity.ui.ProjectSearchTest","com.example.teamcity.ui.ProjectSearchTest","searchNonExistingProjectTest","User should not be able to find non existing project on the sideBar",""
